# Planes
# center_x center_y center_z normal_x normal_y normal_z
1.892555 3.933974 -1.939681 -0.176152 -0.189853 0.965881
1.006298 -3.747284 -1.650900 -0.033115 0.133115 0.990547
-0.574778 -1.257952 -0.567138 0.536621 -0.571374 0.620942
-1.302151 1.212816 -0.596712 -0.134182 0.238632 0.961795
3.838066 -1.642256 -1.758003 -0.327043 0.153328 -0.932488
3.826508 1.682434 -1.777489 0.253163 0.126157 0.959163
-1.158803 -3.741795 -1.662195 0.006941 0.127612 0.991800
-3.200370 3.436384 -1.874238 0.020366 0.019727 0.999598
3.207571 3.255375 -1.872822 -0.022353 0.045799 0.998701
-0.983253 4.924052 -1.951844 0.006769 0.027169 0.999608
-3.227077 -3.126103 -1.759833 -0.046289 0.027911 0.998538
1.033066 4.960276 -1.934682 -0.033327 -0.035528 0.998813
3.127817 -3.161335 -1.645902 -0.017814 0.083609 0.996339
-2.915366 4.781275 -1.929104 0.004066 0.063931 0.997946
4.996340 -1.112928 -1.724455 -0.008673 -0.018339 0.999794
-5.680949 1.200902 -1.811804 -0.013314 0.029606 0.999473
-4.850949 2.922872 -1.855073 -0.006628 0.034560 0.999381
5.006092 1.088418 -1.732654 -0.010448 0.042169 0.999056
-5.425755 -0.991959 -1.757358 0.017616 0.019449 0.999656
4.874359 2.921674 -1.834077 -0.013348 0.060147 0.998100
0.691092 -4.973094 -1.566543 -0.012924 0.062081 0.997987
-0.948676 -4.829880 -1.589667 -0.007671 0.057976 0.998288
-4.762354 -3.030185 -1.781618 0.010989 -0.024881 0.999630
-6.941058 0.887395 -1.830504 -0.028046 0.026656 0.999251
-4.909594 4.835666 -1.936359 -0.008580 0.056217 0.998382
-2.953519 6.956579 -2.057121 -0.027283 0.025918 0.999292
-0.894406 6.930336 -1.967758 -0.027143 -0.002368 0.999629
-6.709086 3.242690 -1.893663 -0.031989 0.040715 0.998659
0.986556 6.873976 -1.916679 0.031249 -0.000308 -0.999512
-2.893424 -4.851523 -1.625219 0.030202 -0.060766 -0.997695
6.827805 -0.970042 -1.702037 0.004532 -0.027862 0.999601
3.129951 -4.969583 -1.534474 -0.015168 0.064176 0.997823
-8.677258 3.003528 -1.970011 -0.032033 0.028585 0.999078
-8.219596 4.397492 -1.990013 -0.011782 0.014247 0.999829
-6.799701 4.764758 -1.965222 -0.021472 0.036521 0.999102
6.816226 0.959465 -1.704444 0.000584 0.041537 0.999137
-6.910967 -0.971242 -1.776257 -0.026478 0.030516 0.999183
6.880762 2.948754 -1.810313 -0.008775 0.060192 0.998148
-4.879265 -4.882196 -1.727109 -0.072565 0.074995 0.994540
-9.519360 3.167459 -2.015643 -0.045475 0.012683 0.998885
-7.169288 -3.136925 -1.768687 0.007946 -0.012643 0.999888
-8.941960 0.923740 -1.903771 0.051670 -0.047349 -0.997541
0.965791 8.926253 -1.916533 -0.029995 -0.009895 0.999501
-6.913291 -4.971254 -1.801614 0.026337 -0.002455 0.999650
8.888384 -0.987865 -1.702632 -0.009287 -0.026045 0.999618
-8.784962 -1.002198 -1.825744 -0.034531 0.048763 0.998213
-11.059969 1.394509 -2.020232 0.017431 0.029073 0.999425
-11.023725 0.713086 -1.978010 0.018262 -0.014134 -0.999733
