# Planes
# center_x center_y center_z normal_x normal_y normal_z
14.766408 1.814492 -0.462981 -0.310544 0.309985 0.898594
15.600383 -0.587604 -0.444685 -0.000326 -0.300991 0.953627
19.683357 -1.630944 -1.580251 -0.065926 0.058452 0.996111
12.176229 3.401510 -1.755723 0.029627 0.021587 0.999328
12.672311 -1.817956 -1.664526 0.004405 0.150279 0.988634
5.037005 -2.837879 -4.348446 -0.992082 0.041442 -0.118559
19.497805 3.369534 -1.647415 -0.040965 0.018942 0.998981
14.977378 5.317984 -1.766881 -0.008368 -0.042215 0.999074
11.116202 3.144231 -1.757066 -0.015254 0.047985 0.998732
21.251797 1.034739 -1.563214 -0.002293 0.005022 0.999985
19.201815 -2.767597 -1.543772 -0.016631 0.039874 0.999066
17.114017 5.301760 -1.723196 -0.051660 -0.075732 0.995789
20.878031 -1.001258 -1.572621 -0.012478 0.012634 0.999842
10.326639 0.801332 -1.665440 0.010960 0.032599 0.999408
10.864289 -0.994080 -1.671143 0.008756 -0.011209 0.999899
18.863634 5.025295 -1.670230 0.012153 -0.059521 0.998153
20.870117 2.949908 -1.608583 -0.013195 0.032990 0.999369
15.015047 6.871439 -1.765726 -0.014185 0.006727 0.999877
9.270202 3.219219 -1.779721 -0.016870 0.054993 0.998344
13.022340 5.111147 -1.752251 0.059281 -0.076103 0.995336
20.867186 4.915051 -1.675444 -0.014082 0.025210 0.999583
20.868734 -2.919257 -1.521713 -0.006395 0.047409 0.998855
19.079260 -5.030961 -1.441321 0.005597 0.009734 0.999937
22.811623 0.982802 -1.550895 0.006820 0.001264 0.999976
9.089517 -0.924646 -1.686356 -0.014970 -0.030979 0.999408
9.092493 1.010364 -1.678132 -0.007539 0.035026 0.999358
9.083510 4.937481 -1.847582 -0.020558 0.008485 0.999753
22.870897 2.923424 -1.592301 0.003923 0.037285 0.999297
18.996380 -6.889236 -1.529679 0.005358 -0.088032 0.996103
11.217443 4.968825 -1.721691 -0.063748 -0.183896 0.980876
14.986010 8.997218 -1.799942 -0.013174 0.031970 0.999402
20.937082 6.945352 -1.719164 0.002441 0.027529 0.999618
20.961971 -4.872297 -1.447204 -0.004079 0.007329 0.999965
7.090066 3.002442 -1.811021 -0.011649 0.057372 0.998285
12.971880 6.855433 -1.684305 0.187808 0.025944 0.981863
17.073975 6.836010 -1.637517 -0.212519 -0.022474 0.976899
22.954622 4.980271 -1.673392 0.006604 0.036195 0.999323
20.867218 -6.889627 -1.535042 -0.004783 -0.083264 0.996516
19.027739 -8.747356 -1.687101 0.008665 -0.088966 0.995997
9.013560 6.879640 -1.868948 -0.008497 0.005462 0.999949
24.795111 0.974014 -1.562287 -0.000982 -0.001931 0.999998
21.085405 -9.006144 -1.727184 0.005368 -0.092777 0.995672
16.620855 -3.076053 -1.288512 0.332166 0.055113 0.941610
7.154191 -0.980681 -1.700995 -0.001960 -0.032997 0.999454
7.143328 1.023059 -1.710554 0.001929 0.040788 0.999166
18.708126 6.659707 -1.400450 0.181036 -0.034241 0.982880
20.938459 8.889986 -1.766963 -0.000207 0.023233 0.999730
22.867979 6.904096 -1.714805 -0.007160 0.026507 0.999623
24.851997 3.039869 -1.600423 -0.006551 0.035882 0.999335
22.947542 -1.118081 -1.499325 -0.070770 0.099262 0.992541
19.059084 -12.078842 -1.975556 0.034592 -0.172671 0.984372
15.020350 10.923933 -1.793656 -0.013832 -0.005404 0.999890
24.961069 4.978475 -1.670576 -0.002493 0.038044 0.999273
5.059493 2.932689 -1.831795 -0.009308 0.061225 0.998081
8.702275 9.001730 -1.856830 -0.018470 -0.049174 0.998619
12.972132 8.927711 -1.749726 0.147851 0.028885 0.988588
16.726866 11.080538 -1.739622 -0.031690 0.021627 0.999264
27.004150 -0.841410 -1.564060 -0.003772 0.032064 0.999479
5.121889 -0.990926 -1.718859 -0.005528 -0.022392 0.999734
5.101373 0.992881 -1.732019 -0.014494 0.033947 0.999319
11.553856 6.838757 -1.357966 -0.093750 -0.015842 -0.995470
26.837355 4.917166 -1.661831 -0.005842 0.041506 0.999121
26.824976 2.927359 -1.587052 -0.006813 0.033874 0.999403
26.863569 1.008857 -1.555971 -0.008131 -0.005418 0.999952
24.739573 -1.009883 -1.445973 0.026283 0.253214 0.967053
3.093065 3.066969 -1.860000 -0.014633 0.058113 0.998203
2.931615 0.899764 -1.747214 -0.018532 0.038606 0.999083
5.684278 9.147093 -1.885038 -0.007420 -0.037155 0.999282
29.202909 -1.084168 -1.556867 -0.014238 0.031166 0.999413
24.612068 -2.775678 -1.152926 -0.020290 -0.173390 0.984644
27.592997 -3.294998 -1.413478 0.083560 0.092002 0.992247
2.768053 -0.987247 -1.748980 0.007325 -0.028306 0.999572
29.167723 4.995404 -1.666699 -0.014972 0.044670 0.998890
29.214163 3.009451 -1.587022 -0.016915 0.034477 0.999262
29.311029 1.044302 -1.559568 -0.001674 -0.008624 0.999961
0.990447 2.991331 -1.871798 -0.006184 0.055601 0.998434
1.002345 4.899187 -1.939266 -0.029682 -0.008539 0.999523
23.203020 15.122724 -2.067358 -0.115543 0.061347 0.991406
24.497776 11.202467 -1.738587 0.051592 0.032929 0.998125
